stable_id,idx,openalex_id,doi,title,year,venue,source_db,pdf_url,download_status,category,basis,ar_ratio_body,fa_ratio_body,en_ratio_body,text_len,pages,tourism_hits,tourism_hit_ratio,hit_keywords,include_in_model,model_rule,include_in_case,case_rule
W3197713501,96,W3197713501,10.46722/hikmah.v4i3.151,تصورات أدب الأطفال في تأليفات الشيخ أبي الحسن علي الندوي,2021,Al Hikmah International Journal of Islamic Studies and Human Sciences,OpenAlex,https://alhikmah.my/index.php/hikmah/article/download/151/198,ok,AR_PURE,纯阿语正文(阿语67.6%/英文10.8%)，文旅词命中5个，文本充足,0.6759,0.0,0.1083,17179,10,5,0.1429,heritage;cultural;culture;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2788608108,97,W2788608108,,استخدام برنامج كوريل درو ٢ ١ في فن الخط عند الطلاب: بحث إجرائي في الفصل الخط بمعهد سبيل الرشاد غاسيك مالانج,2014,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/8829/1/10150057.pdf,ok,QUANT_ONLY,文本量不足(<500字符)，只能作数量边界证据,0.0,0.0,0.5535,318,10,,,,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W2917345512,98,W2917345512,10.31436/jlls.v9i1.616,دور استدعاء الشخصيات التراثية في توجيه الدلالة: شعر محمد القيسي أنموذجا / The function of recalling traditional characters in implying meanings: The poem of Muḥammad al-Qaisi as case study,2018,مجلة الدراسات اللغوية والأدبية (Journal of Linguistic and Literary Studies),OpenAlex,https://journals.iium.edu.my/arabiclang/index.php/jlls/article/download/616/305,ok,AR_PURE,纯阿语正文(阿语66.4%/英文11.6%)，文旅词命中3个，文本充足,0.6642,0.0,0.1157,20980,10,3,0.0857,heritage;تراث;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4388305076,99,W4388305076,10.33102/iiecons.v10i1.136,تقنين العملة الافتراضية في ظل التنمية المستدامة و التحول الاقتصادي - دولة الإمارات العربية المتحدة أنموذجا,2023,I-iECONS e-proceedings,OpenAlex,https://epiiecons.usim.edu.my/index.php/eproceeding/article/download/136/108,ok,QUANT_ONLY,文本仅30801字符/文旅命中1个，只能作数量边界证据,0.1883,0.0,0.0705,30801,10,1,0.0286,heritage,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W2902669804,100,W2902669804,10.31436/jlls.v9i2.680,عبدالله الطيب شاعر التراث: مكانته الأدبية وظواهر لغوية في ديوانه (بانات رامة) / ʽAbdullah al-Ṭayyib a Traditional Poet: His literary Standing and Language Features in his Anthology: “Banāt Ramah”,2018,مجلة الدراسات اللغوية والأدبية (Journal of Linguistic and Literary Studies),OpenAlex,https://journals.iium.edu.my/arabiclang/index.php/jlls/article/download/680/344,ok,AR_PURE,纯阿语正文(阿语64.3%/英文10.2%)，文旅词命中4个，文本充足,0.6432,0.0,0.1015,22566,10,4,0.1143,heritage;ثقافة;ثقافي;آثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2783771607,101,W2783771607,,تدريس قواعد النحو فيضوء النظرية المعرفيةبمعهد روضة الطالبين بآمونتاي كليمنتان الجنوبية,2017,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/8704/1/15720083.pdf,ok,QUANT_ONLY,文本仅10224字符/文旅命中1个，只能作数量边界证据,0.2754,0.0,0.5171,10224,10,1,0.0286,heritage,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W2807878884,102,W2807878884,,تحقيق كتاب: نيل المأمول حاشية غاية الوصول,2016,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/10210/1/14750019.pdf,ok,QUAL_CASE,阿语占比中等(25.5%)但文旅词命中2个且文本充足，可作定性案例,0.255,0.0,0.3691,7727,10,2,0.0571,heritage;تراث,0,,1,在90案例池内
W2271884814,103,W2271884814,,الخطاب الحجاجي في مختارات من أداب العلامة عبد الحميد بن باديس,2011,University of Biskra Theses Repository (University of Biskra),OpenAlex,http://thesis.univ-biskra.dz/2045/1/mmj312.pdf,ok,LANG_MISJUDG,正文阿语占比4.5%<15%，语言误判,0.0449,0.0,0.0011,11378,10,0,0.0,,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W2912585504,104,W2912585504,,استعمال الطلسم لحفظ شيئ ما لدى المجتمع المادوري في كتاب منبع أصول الحكمة لأبي عباس أحمد بن علي البوني على النظرية البنيوية لليفي ستروس,2018,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/12637/1/14310053.pdf,ok,AR_PURE,纯阿语正文(阿语66.9%/英文7.0%)，文旅词命中1个，文本充足,0.6692,0.0,0.0697,4175,10,1,0.0286,ثقافة,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3096916604,105,W3096916604,,صرف أموال انزكاة في انتكافم انصحي انمصغر: دراسة فقهية =Using zakat funds as contributions for micro-health takaful: a shariah perspective = Permasalahan syarak dalam mengeluarkan dana zakat untuk tujuan takaful kesihatan mikro,2020,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/83064/1/83064_%D8%B5%D8%B1%D9%81%20%D8%A3%D9%85%D9%88%D8%A7%D9%84%20%D8%A7%D9%86%D8%B2%D9%83%D8%A7%D8%A9%20%D9%81%D9%8A%20%D8%A7%D9%86%D8%AA%D9%83%D8%A7%D9%81%D9%85%20%D8%A7%D9%86%D8%B5%D8%AD%D9%8A%20%D8%A7%D9%86%D9%85%D8%B5%D8%BA%D8%B1%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9%20%D9%81%D9%82%D9%87%D9%8A%D8%A9.pdf,ok,AR_EN_BILING,阿英双语(阿语39.9%/英文32.9%)，文旅词命中1个，文本充足,0.3989,0.0,0.3289,17249,10,1,0.0286,heritage,0,阿英双语正文，非纯阿语，不满足'纯阿语正文'条件,1,在90案例池内
W2787388517,106,W2787388517,,تحليل المحتوى الثقافي للكتاب المدرسي العربية للناشئين,2017,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/9151/1/13150133.pdf,ok,AR_PURE,纯阿语正文(阿语69.4%/英文0.0%)，文旅词命中1个，文本充足,0.6943,0.0,0.0003,3189,10,1,0.0286,ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4404443505,107,W4404443505,10.33899/radab.2023.144587.2025,ترجمــة واسمات الهوية العربية في المعلقات الى الإنكليزيـــة,2024,اداب الرافدین,OpenAlex,https://radab.uomosul.edu.iq/index.php/radab/article/download/32375/32207/32509,ok,LANG_MISJUDG,正文阿语占比3.9%<15%，语言误判,0.0392,0.0,0.7283,30691,10,3,0.0857,travel;cultural;culture,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W2999502184,108,W2999502184,,الفقه المالكي في السنغال: الانتشار والتطور - سعيد جاه ومحمد الطاهر الميساوي = The dissemination and development of the Maliki jurisprudence in Senegal,2019,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/76881/1/76881_%D8%A7%D9%84%D9%81%D9%82%D9%87%20%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83%D9%8A%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%B3%D9%86%D8%BA%D8%A7%D9%84.pdf,ok,AR_PURE,纯阿语正文(阿语63.3%/英文6.7%)，文旅词命中3个，文本充足,0.6327,0.0,0.0669,21596,10,3,0.0857,travel;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3195382679,109,W3195382679,,صىسة اخش انصش ف انص انشحه انع ب بششق أفشمبسحهت أب انحبسد انبشوا (ىرصب دساست وصفت),2021,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/88267/1/88267_%D8%B5%D9%89%D8%B3%D8%A9%20%D8%A7%D9%90%D8%AE%D8%B4%20%D8%A7%D9%86%D9%8B%D8%B5%D8%B4%D9%8C%20%D9%81%D9%8D%20%D8%A7%D9%86%D9%8F%D8%B5%20%D8%A7%D9%86%D8%B4%D8%AD%D9%87%D9%8D%20%D8%A7%D9%86%D8%B9%20%D9%8B%D8%A8%D9%8E%D9%8D%20%D8%A8%D8%B4%D8%B4%D9%82.pdf,ok,AR_PURE,纯阿语正文(阿语63.1%/英文2.3%)，文旅词命中5个，文本充足,0.6314,0.0,0.0229,27418,10,5,0.1429,travel;cultural;تراث;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2617350716,110,W2617350716,10.36322/jksc.v1i32.5179,الشيخ جعفر النقدي حياته وجهوده الفكرية 1885 - 1950 دراسة تاريخية تحليلية,2014,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/5179/4791,ok,AR_PURE,纯阿语正文(阿语76.0%/英文0.0%)，文旅词命中4个，文本充足,0.7597,0.0,0.0,22089,10,4,0.1143,تراث;ثقافة;ثقافي;اثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2750770108,111,W2750770108,10.36322/jksc.v1i45.5096,العرض والطلب على الدراسات العليا في العراق وردم الفجوة بينهما باستحداث الدراسات العليا المسائية,2017,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/5096/4709,ok,NOT_TOURISM,文旅主题词0命中（阿语占比28.9%）,0.2895,0.0,0.0246,17189,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W2803474327,112,W2803474327,,"جملة التوجيهات ""Direktif"" في كتاب الرحيق المختوم لفضيلة الشيخ صفي الرحمن المباركفوري: دراسة تخليلية تداولية",2015,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/11226/1/11310046.pdf,ok,NOT_TOURISM,文旅主题词0命中（阿语占比65.8%）,0.6576,0.0,0.0287,3829,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W2954442548,113,W2954442548,,تشابه سفرة روحية الإنسان في كتاب منطق الطير لفريد الدين العطار من خلال نظرية الوجودية لجان بول سارتر,2019,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/14271/1/15310054.pdf,ok,AR_PURE,纯阿语正文(阿语72.1%/英文0.0%)，文旅词命中1个，文本充足,0.7207,0.0,0.0003,7583,10,1,0.0286,سفر,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2891788618,114,W2891788618,,فعاليت البطاقت الىهضيت لترقيت إستيعاب الوفرداث في الفصل الخاهس بالوذرست اإلبتذائيت هذايت الوبتذئين واجاك,2018,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/11911/1/14150149.pdf,ok,NOT_TOURISM,文旅主题词0命中（阿语占比72.1%）,0.7212,0.0,0.0063,3024,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
ARABIC-2010-b0b055cb,115,,,التصوف الإسلامي بين التأثر والتأثير,2010,Annales du Patrimoine,DOAJ,https://annalesdupatrimoine.files.wordpress.com/2021/10/annales_10ar_abbassa.pdf,ok,AR_PURE,纯阿语正文(阿语65.7%/英文9.2%)，文旅词命中3个，文本充足,0.6574,0.0,0.0916,15635,10,3,0.0857,heritage;تراث;أثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
ARABIC-2003-aff9f8e9,116,,,بحران روش‌شناسى در علوم سیاسى,2003,علوم سیاسی,DOAJ,http://psq.bou.ac.ir/article_10114_38d9aa0d024f99700327ea4eac6213ed.pdf,ok,LANG_MISJUDG,正文阿语占比0.0%<15%，语言误判,0.0,0.0,0.3902,18823,10,0,0.0,,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
ARABIC-2018-43023350,117,,,At Gözlüklerini Çıkararak Nebevi Sünnet’e Bakmak: Nano Gelenekten Makro Geleneğe -Bir Kitap Üzerine Notlar- / Looking at Sunnah in Relation to the Prophet by Taking Off the Blinders: From Nano Traditions to Macro Traditions -Notes on a Book- / «إزالة غشاوة العين عند النظر إلى السنة النبوية بتمعن كل شاردة وواردة عن التراث من تراث «النانو» إلى تراث «المايكرو» «ملاحظات حول كتاب,2018,İlahiyat Akademi,DOAJ,https://dergipark.org.tr/tr/download/article-file/608813,ok,LANG_MISJUDG,正文阿语占比0.0%<15%，语言误判,0.0,0.0,0.7216,27484,10,0,0.0,,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
10.46353/k7auifd.1620310,118,,10.46353/k7auifd.1620310,نشأة الرواية والكتابة التاريخية في فلسطين في القرون الخمسة الهجرية الأولى,2025,Kilis 7 Aralık Üniversitesi İlahiyat Fakültesi Dergisi,DOAJ,https://dergipark.org.tr/tr/download/article-file/4522832,ok,LANG_MISJUDG,正文阿语占比11.8%<15%，语言误判,0.1178,0.0,0.3039,29726,10,1,0.0286,heritage,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
10.32955/neu.istem.2023.9.1.08,119,,10.32955/neu.istem.2023.9.1.08,موقف ابن رشد الفلسفي من اللفظ والمعنى مقاربة منهجية,2023,Yakın Doğu Üniversitesi İslam Tetkikleri Merkezi Dergisi,DOAJ,https://dergipark.org.tr/tr/download/article-file/3127345,ok,AR_EN_BILING,阿英双语(阿语52.0%/英文24.6%)，文旅词命中2个，文本充足,0.5196,0.0,0.2462,43720,10,2,0.0571,تراث;ثقافة,0,阿英双语正文，非纯阿语，不满足'纯阿语正文'条件,1,在90案例池内
10.51575/atebe.1391291,120,,10.51575/atebe.1391291,المنهج الشكي بين المنقذ من الضلال للغزالي و مقال عن المنهاج لديكارت,2023,Atebe,DOAJ,https://dergipark.org.tr/tr/download/article-file/3539564,ok,LANG_MISJUDG,正文阿语占比13.1%<15%，语言误判,0.1309,0.0,0.2334,27594,10,0,0.0,,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
